product,rating,rating count,price,product url
Lee Women's Sculpting Slim Fit Skinny Leg Jean  ,4.3 out of 5 stars,"5,268  ",38.,https://amazon.com/LEE-Womens-Sculpting-Skinny-Nightingale/dp/B07B6D233D/ref=sr_1_85?keywords=jeans&qid=1662383725&sr=8-85
Wrangler Men's George Strait Cowboy Cut Original Fit Jean  ,4.6 out of 5 stars,"3,498  ",34.,https://amazon.com/Wrangler-George-Strait-Original-Heavyweight/dp/B0006U6DCS/ref=sr_1_86?keywords=jeans&qid=1662383725&sr=8-86
Lee Women's Plus Size Relaxed Fit Straight Leg Jean  ,4.3 out of 5 stars,"9,920  ",19.,https://amazon.com/LEE-Womens-Plus-Size-Relaxed-Straight/dp/B07B6N28B8/ref=sr_1_87?keywords=jeans&qid=1662383725&sr=8-87
Democracy Women's Ab Solution Girlfriend Jean  ,4.2 out of 5 stars,515  ,44.,https://amazon.com/Democracy-Womens-Solution-Girlfriend-Jean/dp/B08GBHX5Q7/ref=sr_1_88?keywords=jeans&qid=1662383725&sr=8-88
Bandolino Women's Mandie Signature Fit 5 Pocket Jean  ,4.2 out of 5 stars,"2,137  ",19.,https://amazon.com/Bandolino-Womens-Petite-Mandie-Signature/dp/B07BXC5BQ8/ref=sr_1_89?keywords=jeans&qid=1662383725&sr=8-89
Levi's Women's Ribcage Bootcut Jeans  ,4.4 out of 5 stars,142  ,55.,https://amazon.com/Levis-Womens-Ribcage-Bootcut-Beam-Light/dp/B096L5V98Z/ref=sr_1_90?keywords=jeans&qid=1662383725&sr=8-90
Democracy Women's Ab Solution Jegging  ,4.5 out of 5 stars,"11,912  ",43.,https://amazon.com/Democracy-Womens-Solution-Jegging-Blue/dp/B071VN3SQG/ref=sr_1_91?keywords=jeans&qid=1662383725&sr=8-91
Nautica Men's Straight Fit Jeans  ,4.4 out of 5 stars,"2,371  ",29.,https://amazon.com/Nautica-Straight-Light-Cross-Hatch/dp/B07HRHP2QP/ref=sr_1_92?keywords=jeans&qid=1662383725&sr=8-92
Amazon Essentials Women's Mid-Rise Slim Bootcut Jean  ,4.1 out of 5 stars,"1,997  ",31.,https://amazon.com/Amazon-Essentials-Womens-Bootcut-Rinse/dp/B07RM83617/ref=sr_1_93?keywords=jeans&qid=1662383725&sr=8-93
Levi's Women's 711 Skinny Jeans  ,4.4 out of 5 stars,"15,644  ",48.,https://amazon.com/Levis-Womens-Skinny-Jeans-29Wx30L/dp/B01FN6HBIO/ref=sr_1_94?keywords=jeans&qid=1662383725&sr=8-94
Lee Men's Performance Series Extreme Motion Regular Fit Bootcut Jean  ,4.7 out of 5 stars,"3,696  ",33.,https://amazon.com/LEE-Modern-Extreme-Regular-Bootcut/dp/B07GZNSX1W/ref=sr_1_95?keywords=jeans&qid=1662383725&sr=8-95
Levi's Men's 517 Bootcut Jean  ,4.5 out of 5 stars,"20,355  ",40.,https://amazon.com/Levis-Mens-Medium-Stonewash-36x34/dp/B0018OLLZU/ref=sr_1_96?keywords=jeans&qid=1662383725&sr=8-96
NYDJ Womens Barbara Boot-Cut Jeans  ,4.3 out of 5 stars,"2,739  ",49.,https://amazon.com/NYDJ-Womens-Barbara-Bootcut-COOPER/dp/B06XNM3H1Q/ref=sr_1_97?keywords=jeans&qid=1662383725&sr=8-97
Wrangler Men's 0936 Cowboy Cut Slim Fit Jean  ,4.4 out of 5 stars,"15,133  ",49.,https://amazon.com/Wrangler-Mens-Cowboy-Bleach-30x32/dp/B0006U6ACG/ref=sr_1_98?keywords=jeans&qid=1662383725&sr=8-98
"Ariat Women's R.E.A.L. Mid Rise Bootcut Jean, Spitfire, 28 Regular  ",4.3 out of 5 stars,103  ,64.,https://amazon.com/Ariat-Womens-Bootcut-Spitfire-Regular/dp/B00EQE2KO0/ref=sr_1_99?keywords=jeans&qid=1662383725&sr=8-99
Lee Women's Plus-Size Sculpting Slim Fit Skinny Leg Jean  ,4.2 out of 5 stars,819  ,34.,https://amazon.com/LEE-Womens-Plus-Size-Sculpting-Nightingale/dp/B07RY4QC98/ref=sr_1_100?keywords=jeans&qid=1662383725&sr=8-100
Lee Women's Plus-Size Flex Motion Regular Fit Bootcut Jean  ,4.5 out of 5 stars,"4,772  ",34.,https://amazon.com/LEE-Womens-Plus-Size-Regular-Bootcut/dp/B07B6N4KPY/ref=sr_1_102?keywords=jeans&qid=1662383725&sr=8-102
Wrangler Men's Big Rugged Wear Relaxed Straight-Fit Jean Jean  ,4.2 out of 5 stars,"1,898  ",18.,https://amazon.com/Wrangler-Rugged-Relaxed-Straight-31x32/dp/B005DIIA9C/ref=sr_1_103?keywords=jeans&qid=1662383725&sr=8-103
NINE WEST Women's High Rise Perfect Skinny Jean  ,4.3 out of 5 stars,778  ,29.,https://amazon.com/NINE-WEST-Womens-Perfect-Skinny/dp/B09GHD1FZN/ref=sr_1_104?keywords=jeans&qid=1662383725&sr=8-104
Levi's Men's 512 Slim Taper Fit Jeans  ,4.6 out of 5 stars,"7,875  ",49.,https://amazon.com/Levis-Mens-Slim-Taper-Native/dp/B07RMZ9ZTZ/ref=sr_1_105?keywords=jeans&qid=1662383725&sr=8-105
Gloria Vanderbilt Women's Amanda Classic High Rise Tapered Jean  ,4.4 out of 5 stars,"2,058  ",18.,https://amazon.com/Gloria-Vanderbilt-Womens-Classic-Tapered/dp/B08N63YVXR/ref=sr_1_106?keywords=jeans&qid=1662383725&sr=8-106
Wrangler Women's Q-Baby Mid Rise Boot Cut Ultimate Riding Jean  ,4.2 out of 5 stars,"1,517  ",36.,https://amazon.com/Wrangler-Womens-Q-Baby-Ultimate-Dynasty/dp/B001E1H7SW/ref=sr_1_107?keywords=jeans&qid=1662383725&sr=8-107
Lee Women's Petite Regular Fit Straight Leg Jean  ,4.3 out of 5 stars,393  ,29.,https://amazon.com/Lee-Womens-Regular-Straight-Anchor/dp/B088R46L1G/ref=sr_1_108?keywords=jeans&qid=1662383725&sr=8-108
Men's Relaxed Fit Straight Leg Jean  ,4.5 out of 5 stars,"10,671  ",30.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A03088193KHSOYNK4MXGF&url=%2FLee-Mens-Relaxed-Straight-Newman%2Fdp%2FB08WKDNPHY%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-97-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_atf_next
Men's Regular Fit Straight Leg Jeans  ,4.5 out of 5 stars,"26,724  ",29.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A05349282J3IE85MQS2Q&url=%2FMens-Regular-Straight-Stout-38Wx29L%2Fdp%2FB01DXI57QM%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-98-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_atf_next
Men's Black Skinny Jeans  ,4.7 out of 5 stars,7  ,29.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A05963494VRY01VBZ2H8&url=%2FPacSun-Mens-Black-Skinny-Jeans%2Fdp%2FB01JGTSGN8%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-99-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_atf_next
Men's Distressed Slim Fit Biker Jeans Stretched Moto Denim Pants  ,4.4 out of 5 stars,"1,688  ",39.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0585126M6YE54CHEGID&url=%2FQIMYUM-Distressed-Straight-Biker-Stretched%2Fdp%2FB07T1L7BNL%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-100-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_atf_next
Women's Retro Mae Mid Rise Stretch Boot Cut Jean  ,4.5 out of 5 stars,"2,920  ",56.,https://amazon.com/Wrangler-Womens-Retro-Jeans-11X34/dp/B01M1DJ90N/ref=sr_1_101?keywords=jeans&qid=1662383731&sr=8-101
Men's 20X 01 Competition Relaxed Fit Jean  ,4.5 out of 5 stars,"2,004  ",41.,https://amazon.com/Wrangler-Xtreme-Relaxed-Competition-River/dp/B008QWA7X4/ref=sr_1_102?keywords=jeans&qid=1662383731&sr=8-102
Men's Utility Jean  ,4.6 out of 5 stars,"2,302  ",38.,https://amazon.com/Workwear-Wrangler-Utility-Antique-Indigo/dp/B000A2KAUS/ref=sr_1_103?keywords=jeans&qid=1662383731&sr=8-103
Men's Comfort Stretch Straight Fit Jean  ,4.4 out of 5 stars,"2,220  ",26.,https://amazon.com/Comfort-Stretch-Regular-Straight-Relaxed/dp/B01MR0R2UG/ref=sr_1_104?keywords=jeans&qid=1662383731&sr=8-104
Men's Legendary Regular Fit Straight Leg Jean  ,4.5 out of 5 stars,249  ,21.,https://amazon.com/Lee-Legendary-Regular-Straight-Horizon/dp/B098KXDDH5/ref=sr_1_105?keywords=jeans&qid=1662383731&sr=8-105
Women's Classic Amanda High Rise Tapered Jean  ,4.3 out of 5 stars,"7,238  ",15.,https://amazon.com/Gloria-Vanderbilt-Womens-Petite-Classic/dp/B000NZVQJQ/ref=sr_1_106?keywords=jeans&qid=1662383731&sr=8-106
Men's Free-to-Stretch Regular Fit Jean  ,4.5 out of 5 stars,127  ,30.,https://amazon.com/Wrangler-Stretch-Regular-Blackened-Indigo/dp/B09NMLHHCM/ref=sr_1_107?keywords=jeans&qid=1662383731&sr=8-107
Women's Slimming Girlfriend Jeans Plus Size Stretchy Skinny Bell Bottom Bootcut Pant Fringed Trim Low-Rise Jeans  ,2.6 out of 5 stars,20  ,11.,https://amazon.com/Slimming-Girlfriend-Stretchy-Bootcut-Low-Rise/dp/B082474HCC/ref=sr_1_108?keywords=jeans&qid=1662383731&sr=8-108
Men's 363 Vintage Straight Jean  ,4.4 out of 5 stars,"1,916  ",55.,https://amazon.com/Lucky-Brand-Mens-Vintage-Straight/dp/B072BS3YS1/ref=sr_1_109?keywords=jeans&qid=1662383731&sr=8-109
Women's Mandie Signature Fit 5 Pocket Jean  ,4.2 out of 5 stars,"2,137  ",23.,https://amazon.com/Bandolino-Womens-Mandie-Signature-Pocket/dp/B073XD3J91/ref=sr_1_110?keywords=jeans&qid=1662383731&sr=8-110
Men's Relaxed Fit Heavyweight 5-Pocket Tapered Jean  ,4.4 out of 5 stars,"9,780  ",34.,https://amazon.com/CarharttmensStraight-Heavyweight-5-Pocket-JeanDark-Stone34W/dp/B000Q9I7VY/ref=sr_1_111?keywords=jeans&qid=1662383731&sr=8-111
Men's Premium Performance Cowboy Cut Slim Fit Jean  ,4.4 out of 5 stars,"1,903  ",33.,https://amazon.com/Wrangler-Premium-Performance-Cowboy-Stone/dp/B008O2F8SK/ref=sr_1_112?keywords=jeans&qid=1662383731&sr=8-112
Men's Skinny Stretch Jeans Fashion Printed Slim Fit Jeans Comfort Flex Waist Casual Pants  ,4.5 out of 5 stars,124  ,35.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02723873I5QY0722V7FE&url=%2FRIPIUM-Stretch-Fashion-Printed-Comfort%2Fdp%2FB09N9Q3WN3%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-113-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_mtf
Men's Casual Printed Jeans Skinny Denim Pants  ,4.3 out of 5 stars,"5,232  ",35.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A085679019GB5A2NXTOFW&url=%2FEnrica-Casual-Color-Printed-Skinny%2Fdp%2FB07K7HXHPN%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-114-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_mtf
"Men's Ripped Jeans,Slim Fit Distressed Straight Leg Fashion Denim Pants  ",4.0 out of 5 stars,511  ,30.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A034509434DK1S9ZYNYK9&url=%2FMXCVYCC-Destroyed-Straight-Distressed-Numeric_30%2Fdp%2FB095S74P33%2Fref%3Dsr_1_115_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-115-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_mtf
"Biker Jeans for Men,Slim Fit Stretch Distressed Denim Pants  ",4.5 out of 5 stars,428  ,34.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0351765161BZF2N9YFJX&url=%2FXIMXIMMTIAN-Biker-Distressed-Slim-Straight%2Fdp%2FB096VQ1BQX%2Fref%3Dsr_1_116_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-116-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_mtf
Women's Plus Size Sculpting Slim Fit Skinny Leg Pull on Jean  ,4.4 out of 5 stars,"4,217  ",28.,https://amazon.com/LEE-Womens-Sculpting-Skinny-Medium/dp/B07CRBK3W9/ref=sr_1_119?keywords=jeans&qid=1662383731&sr=8-119
Men's Comfort Stretch Denim Jeans  ,4.5 out of 5 stars,"5,247  ",32.,https://amazon.com/Comfort-Stretch-Relaxed-36x32-Indigo/dp/B01BNU9LGY/ref=sr_1_120?keywords=jeans&qid=1662383731&sr=8-120
Women's Sculpting Fit Slim Leg Pull on Jean  ,4.2 out of 5 stars,"5,154  ",34.,https://amazon.com/LEE-Womens-Sculpting-Slim-Infinity/dp/B07BZLP39J/ref=sr_1_121?keywords=jeans&qid=1662383731&sr=8-121
Men's Rebar M5 Durastretch Straight Leg Jean  ,4.5 out of 5 stars,"1,976  ",49.,https://amazon.com/Ariat-Rebar-Stretch-Straight-36X32/dp/B014K8EOVI/ref=sr_1_122?keywords=jeans&qid=1662383731&sr=8-122
Men's 541 Athletic Fit Jeans  ,4.6 out of 5 stars,"23,870  ",49.,https://amazon.com/Levis-Mens-Athletic-fit-Jean-Walter/dp/B0821HWTLZ/ref=sr_1_123?keywords=jeans&qid=1662383731&sr=8-123
Men's Legendary Slim Straight Leg Jean  ,4.6 out of 5 stars,358  ,30.,https://amazon.com/Lee-Mens-Legendary-Slim-Straight/dp/B098KY7L4G/ref=sr_1_125?keywords=jeans&qid=1662383731&sr=8-125
Men's Regular-Fit 5-Pocket Jean  ,4.4 out of 5 stars,"14,434  ",24.,https://amazon.com/Dickies-Regular-5-Pocket-Indigo-38x32/dp/B000N8RZNY/ref=sr_1_126?keywords=jeans&qid=1662383731&sr=8-126
Men's Relaxed Fit Duck Jean Big-Tall  ,4.5 out of 5 stars,"4,231  ",29.,https://amazon.com/Dickies-Relaxed-Straight-Carpenter-Indigo/dp/B00091SQS8/ref=sr_1_127?keywords=jeans&qid=1662383731&sr=8-127
Men's Trail Trekker Relaxed Fit  ,4.4 out of 5 stars,"5,350  ",18.,https://amazon.com/Wrangler-Rugged-Overdyed-Black-38x32/dp/B0007CKNS0/ref=sr_1_128?keywords=jeans&qid=1662383731&sr=8-128
"Black Biker Jeans for Men Slim Fit, Men's Comfy Stretch Ripped Distressed Biker Jeans Pants Rock Revival, Designer Jeans  ",4.4 out of 5 stars,"3,340  ",35.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A083499021H64FY56NSYQ&url=%2FZLZ-Biker-Stretch-Skinny-Black01%2Fdp%2FB077XYYGG9%2Fref%3Dsr_1_129_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-129-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_mtf
Women Ripped Flare Jeans Mid Rise Fitted Denim Pants  ,3.7 out of 5 stars,"4,813  ",37.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A033920618OVUI1DWXZWF&url=%2FSidefeel-Women-Ripped-Fitted-Button%2Fdp%2FB08R75RZK1%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-130-spons%26psc%3D1%26smid%3DAOY345LA7APSA&qualifier=1662383731&id=2779971159265172&widgetName=sp_mtf
Men's Defiance Jeans  ,4.6 out of 5 stars,844  ,64.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02051631UAN034ML157D&url=%2FVertx-Standard-Defiance-Jeans-Ironwood%2Fdp%2FB09GZHL5V5%2Fref%3Dsr_1_131_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-131-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_mtf
Mens Denim Shorts Cotton Multi-Pocket Relaxed Fit Jean Shorts  ,3.0 out of 5 stars,3  ,20.,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0122809BGRVBZG9S9JI&url=%2FDONGD-Shorts-Cotton-Multi-Pocket-Relaxed%2Fdp%2FB09XB7CYK9%2Fref%3Dsr_1_132_sspa%3Fkeywords%3Djeans%26qid%3D1662383731%26sr%3D8-132-spons%26psc%3D1&qualifier=1662383731&id=2779971159265172&widgetName=sp_mtf
Women's Curvy High Rise Skinny Jean  ,4.2 out of 5 stars,86  ,29.,https://amazon.com/NINE-WEST-Womens-Lafayette-Regular/dp/B09GJ1B8K5/ref=sr_1_133?keywords=jeans&qid=1662383731&sr=8-133
Women's Regular Fit Straight Leg Jean  ,4.4 out of 5 stars,"1,681  ",29.,https://amazon.com/Lee-Womens-Regular-Straight-Seattle/dp/B089CKFM97/ref=sr_1_134?keywords=jeans&qid=1662383731&sr=8-134
Women's Classic Amanda High Rise Tapered Jean  ,4.4 out of 5 stars,"2,342  ",24.,https://amazon.com/Gloria-Vanderbilt-Amanda-Average-Madison/dp/B079GRMVM9/ref=sr_1_135?keywords=jeans&qid=1662383731&sr=8-135
Women's Relaxed-Fit Side Elastic Tapered-Leg Jean  ,3.9 out of 5 stars,"2,686  ",36.,https://amazon.com/Womens-Relaxed-Elastic-Tapered-Double/dp/B000KAWMGU/ref=sr_1_136?keywords=jeans&qid=1662383731&sr=8-136
Men's FR Flame Resistant Original Fit Jean  ,4.5 out of 5 stars,"1,464  ",42.,https://amazon.com/Wrangler-Flame-Resistant-Original-38x32/dp/B005DIFVU8/ref=sr_1_137?keywords=jeans&qid=1662383731&sr=8-137
Women's Plus Size Flex Motion Regular Fit Straight Leg Jean  ,4.4 out of 5 stars,"3,446  ",34.,https://amazon.com/LEE-Womens-Plus-Size-Regular-Straight/dp/B07B6H84WF/ref=sr_1_138?keywords=jeans&qid=1662383731&sr=8-138
Women's Mid Rise Curvy Skinny Jean  ,4.2 out of 5 stars,"1,330  ",26.,https://amazon.com/Amazon-Essentials-Womens-Standard-Regular/dp/B07ZG7B7HS/ref=sr_1_139?keywords=jeans&qid=1662383731&sr=8-139
Men's 20X Slim Fit Straight Leg Jean  ,4.5 out of 5 stars,"1,310  ",41.,https://amazon.com/Wrangler-Mens-Straight-Denver-36X32/dp/B0745HPFW9/ref=sr_1_140?keywords=jeans&qid=1662383731&sr=8-140
Men's Big & Tall Custom Fit Relaxed Straight Leg Jean  ,4.4 out of 5 stars,"1,479  ",33.,https://amazon.com/Lee-21064-NULL/dp/B01EAH8YT2/ref=sr_1_141?keywords=jeans&qid=1662383731&sr=8-141
Women's Western Plus Size Mid Rise Stretch Boot Cut Jean  ,4.1 out of 5 stars,"1,217  ",35.,https://amazon.com/Wrangler-Womens-Western-dark-22WX32/dp/B0784PKPYP/ref=sr_1_143?keywords=jeans&qid=1662383731&sr=8-143
Women's Petite Relaxed Fit All Cotton Straight Leg Jean  ,4.1 out of 5 stars,615  ,36.,https://amazon.com/LEE-Womens-Petite-Relaxed-Straight/dp/B07B99Y1DR/ref=sr_1_144?keywords=jeans&qid=1662383731&sr=8-144
Men's Slim Fit Stretch Jeans  ,4.6 out of 5 stars,"1,445  ",44.,https://amazon.com/Calvin-Klein-Jeans-boston-black/dp/B07D5VV841/ref=sr_1_145?keywords=jeans&qid=1662383731&sr=8-145
Men's Premium Flex Fit Straight Leg Jean  ,4.5 out of 5 stars,770  ,12.,https://amazon.com/LEE-Mens-Premium-Straight-Bullseye/dp/B07Q3QXHLC/ref=sr_1_146?keywords=jeans&qid=1662383731&sr=8-146
Men's Premium Performance Cowboy Cut Regular Fit Jean  ,4.4 out of 5 stars,"7,929  ",39.,https://amazon.com/Wrangler-Premium-Performance-Regular-Prewashed/dp/B003VN2BQE/ref=sr_1_147?keywords=jeans&qid=1662383731&sr=8-147
Women's Misses Mandie Signature Fit High Rise Straight Leg Jean  ,4.3 out of 5 stars,485  ,23.,https://amazon.com/Bandolino-Signature-Straight-Wenonah-Regular/dp/B08F3CR745/ref=sr_1_148?keywords=jeans&qid=1662383731&sr=8-148
Women's Petite Classic Amanda High Rise Tapered Jean  ,4.3 out of 5 stars,"2,547  ",19.,https://amazon.com/Gloria-Vanderbilt-Classic-Tapered-Callisto/dp/B079ZPB3ZB/ref=sr_1_149?keywords=jeans&qid=1662383731&sr=8-149
Men's 541 Athletic Fit Jeans  ,4.6 out of 5 stars,"23,870  ",49.,https://amazon.com/Levis-Mens-Athletic-Jean-Asphalt/dp/B07L33PQTT/ref=sr_1_151?keywords=jeans&qid=1662383731&sr=8-151
Women's Amanda Classic High Rise Tapered Jean  ,4.4 out of 5 stars,"1,448  ",19.,https://amazon.com/Gloria-Vanderbilt-Womens-Classic-Tapered/dp/B07S2J2G2P/ref=sr_1_152?keywords=jeans&qid=1662383731&sr=8-152
Women's Ultra Lux Mid-Rise Slim Fit Skinny Jean  ,4.2 out of 5 stars,42  ,32.,https://amazon.com/Lee-womens-Mid-rise-Skinny-Linwood/dp/B09NTN7YWC/ref=sr_1_153?keywords=jeans&qid=1662383731&sr=8-153
Women's Cowboy Cut High Rise Slim Fit Tapered Leg Jean  ,3.7 out of 5 stars,655  ,28.,https://amazon.com/Cowboy-High-Tapered-Prewash-13-32/dp/B001AE61U8/ref=sr_1_156?keywords=jeans&qid=1662383731&sr=8-156
PacSun Men's Black Skinny Jeans  ,4.7 out of 5 stars,7  ,29.,https://amazon.com/sspa/click?ie=UTF8&spc=MTozNDAzMzAxNTg1MzUxNDM4OjE2NjIzODM3MzU6c3BfYXRmX25leHQ6MjAwMDYwMzQ3MzcyMjk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FPacSun-Mens-Black-Skinny-Jeans%2Fdp%2FB01JGTSGN8%2Fref%3Dsr_1_145_sspa%3Fkeywords%3Djeans%26qid%3D1662383735%26sr%3D8-145-spons%26psc%3D1
Lee Men's Relaxed Fit Straight Leg Jean  ,4.5 out of 5 stars,"10,671  ",30.,https://amazon.com/sspa/click?ie=UTF8&spc=MTozNDAzMzAxNTg1MzUxNDM4OjE2NjIzODM3MzU6c3BfYXRmX25leHQ6MjAwMDg4MTQ4MDY1NDgxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FLee-Mens-Relaxed-Straight-Newman%2Fdp%2FB08WKDNPHY%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Djeans%26qid%3D1662383735%26sr%3D8-146-spons%26psc%3D1
Lee Men's Regular Fit Straight Leg Jeans  ,4.5 out of 5 stars,"26,724  ",29.,https://amazon.com/sspa/click?ie=UTF8&spc=MTozNDAzMzAxNTg1MzUxNDM4OjE2NjIzODM3MzU6c3BfYXRmX25leHQ6MjAwMDM5OTQ2NTEwODgxOjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FMens-Regular-Straight-Stout-38Wx29L%2Fdp%2FB01DXI57QM%2Fref%3Dsr_1_147_sspa%3Fkeywords%3Djeans%26qid%3D1662383735%26sr%3D8-147-spons%26psc%3D1
RIPIUM Men's Skinny Stretch Jeans Fashion Printed Slim Fit Jeans Comfort Flex Waist Casual Pants  ,4.5 out of 5 stars,124  ,35.,https://amazon.com/sspa/click?ie=UTF8&spc=MTozNDAzMzAxNTg1MzUxNDM4OjE2NjIzODM3MzU6c3BfYXRmX25leHQ6MjAwMDY5NTQwMjgyMjk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FRIPIUM-Stretch-Fashion-Printed-Comfort%2Fdp%2FB09N9Q3WN3%2Fref%3Dsr_1_148_sspa%3Fkeywords%3Djeans%26qid%3D1662383735%26sr%3D8-148-spons%26psc%3D1
IZOD Mens Jeans Relaxed Fit Denim Pants | Comfort Stretch Relaxed Fit Jeans for Men  ,4.4 out of 5 stars,256  ,32.,https://amazon.com/IZOD-Denim-Jeans-Men-Comfort/dp/B09F7TPMG3/ref=sr_1_149?keywords=jeans&qid=1662383735&sr=8-149
Levi's Men's 541 Athletic Fit Jeans  ,4.6 out of 5 stars,"23,870  ",49.,https://amazon.com/Levis-Mens-Athletic-Jean-Asphalt/dp/B07L33PQTT/ref=sr_1_150?keywords=jeans&qid=1662383735&sr=8-150
Gloria Vanderbilt Women's Amanda Classic High Rise Tapered Jean  ,4.4 out of 5 stars,"1,448  ",19.,https://amazon.com/Gloria-Vanderbilt-Womens-Classic-Tapered/dp/B07S2J2G2P/ref=sr_1_151?keywords=jeans&qid=1662383735&sr=8-151
Lee Women's Ultra Lux Mid-Rise Slim Fit Skinny Jean  ,4.2 out of 5 stars,42  ,32.,https://amazon.com/Lee-womens-Mid-rise-Skinny-Linwood/dp/B09NTN7YWC/ref=sr_1_152?keywords=jeans&qid=1662383735&sr=8-152
Wrangler Women's Cowboy Cut High Rise Slim Fit Tapered Leg Jean  ,3.7 out of 5 stars,655  ,28.,https://amazon.com/Cowboy-High-Tapered-Prewash-13-32/dp/B001AE61U8/ref=sr_1_154?keywords=jeans&qid=1662383735&sr=8-154
Silver Jeans Co. Men's Craig Easy Fit Bootcut Jean  ,4.7 out of 5 stars,"1,446  ",104.,https://amazon.com/Silver-Jeans-Bootcut-Medium-Vintage/dp/B06XWB8RBJ/ref=sr_1_155?keywords=jeans&qid=1662383735&sr=8-155
Democracy Women's Ab Solution Straight Leg Jean  ,4.3 out of 5 stars,"4,196  ",42.,https://amazon.com/Democracy-Womens-Solution-Straight-Indigo/dp/B0725M36LP/ref=sr_1_156?keywords=jeans&qid=1662383735&sr=8-156
Wrangler Men's Retro Relaxed Fit Boot Cut Jean  ,4.5 out of 5 stars,"4,637  ",55.,https://amazon.com/Wrangler-Retro-Relaxed-Rocky-36X32/dp/B0059EQVRS/ref=sr_1_157?keywords=jeans&qid=1662383735&sr=8-157
Lee Men's Regular Fit Bootcut Jean  ,4.5 out of 5 stars,"1,472  ",30.,https://amazon.com/Mens-Regular-Bootcut-Pepper-Prewash/dp/B000OAY39K/ref=sr_1_159?keywords=jeans&qid=1662383735&sr=8-159
Jessica Simpson Women's Plus Size Adored Curvy High Rise Skinny Jean  ,4.4 out of 5 stars,66  ,29.,https://amazon.com/Jessica-Simpson-Womens-Adored-Skinny/dp/B087PZZZ1G/ref=sr_1_160?keywords=jeans&qid=1662383735&sr=8-160
